1745369764.902943 server started (52921): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1745369764.902976 on Linux 6.14.2-300.fc42.x86_64 #1 SMP PREEMPT_DYNAMIC Thu Apr 10 21:50:55 UTC 2025
1745369764.902993 using libevent 2.1.12-stable poll
1745369764.902999 using ncurses 6.5 20240629
1745369764.905222 cmd_parse_build_commands 0:0: bind
1745369764.905225 cmd_parse_build_commands 0:1: -N
1745369764.905228 cmd_parse_build_commands 0:2: Rename current session
1745369764.905232 cmd_parse_build_commands 0:3: $
1745369764.905235 cmd_parse_build_commands 0:4 0:0: command-prompt
1745369764.905239 cmd_parse_build_commands 0:4 0:1: -I#S
1745369764.905242 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1745369764.905245 cmd_parse_build_commands 0:4 0:2 0:1: --
1745369764.905249 cmd_parse_build_commands 0:4 0:2 0:2: %%
1745369764.905253 cmd_parse_build_commands 0:0: command-prompt
1745369764.905256 cmd_parse_build_commands 0:1: -I#S
1745369764.905260 cmd_parse_build_commands 0:2 0:0: rename-session
1745369764.905263 cmd_parse_build_commands 0:2 0:1: --
1745369764.905266 cmd_parse_build_commands 0:2 0:2: %%
1745369764.905270 cmd_parse_build_commands 0:0: rename-session
1745369764.905273 cmd_parse_build_commands 0:1: --
1745369764.905276 cmd_parse_build_commands 0:2: %%
1745369764.905281 args_parse_flags: next --
1745369764.905285 args_parse: flags end at 2 of 3
1745369764.905288 args_parse: 2 = %% (type STRING)
1745369764.905293 cmd_parse_build_commands: rename-session "%%"
1745369764.905297 args_parse_flags: next -I#S
1745369764.905300 args_parse_flag_argument: -I = #S
1745369764.905304 args_parse: flags end at 2 of 3
1745369764.905308 args_parse: 2 = rename-session "%%" (type COMMANDS)
1745369764.905314 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1745369764.905318 args_parse_flags: next -N
1745369764.905321 args_parse_flag_argument: -N = Rename current session
1745369764.905324 args_parse_flags: next $
1745369764.905328 args_parse: flags end at 3 of 5
1745369764.905331 args_parse: 3 = $ (type STRING)
1745369764.905336 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1745369764.905344 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1745369764.905349 cmdq_get_command: [bind-key/0x562621e63470] group 58
1745369764.905352 cmdq_append <global>: [bind-key/0x562621e63470]
1745369764.905361 yylex_token: end at WS
1745369764.905365 yylex_token: bind
1745369764.905368 yylex_token: end at WS
1745369764.905374 yylex_token: -N
1745369764.905379 yylex_token: end at WS
1745369764.905383 yylex_token: Split window horizontally
1745369764.905386 yylex_get_word: %
1745369764.905389 yylex_token: end at WS
1745369764.905392 yylex_token: split-window
1745369764.905396 yylex_token: end at WS
1745369764.905399 yylex_token: -h
1745369764.905402 cmd_parse_build_commands 0:0: bind
1745369764.905405 cmd_parse_build_commands 0:1: -N
1745369764.905409 cmd_parse_build_commands 0:2: Split window horizontally
1745369764.905412 cmd_parse_build_commands 0:3: %
1745369764.905415 cmd_parse_build_commands 0:4 0:0: split-window
1745369764.905419 cmd_parse_build_commands 0:4 0:1: -h
1745369764.905423 cmd_parse_build_commands 0:0: split-window
1745369764.905426 cmd_parse_build_commands 0:1: -h
1745369764.905431 args_parse_flags: next -h
1745369764.905435 args_parse_flags: -h
1745369764.905438 args_parse: flags end at 2 of 2
1745369764.905442 cmd_parse_build_commands: split-window -h
1745369764.905445 args_parse_flags: next -N
1745369764.905449 args_parse_flag_argument: -N = Split window horizontally
1745369764.905452 args_parse_flags: next %
1745369764.905455 args_parse: flags end at 3 of 5
1745369764.905458 args_parse: 3 = % (type STRING)
1745369764.905462 args_parse: 4 = split-window -h (type COMMANDS)
1745369764.905469 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1745369764.905473 cmdq_get_command: [bind-key/0x562621e636c0] group 70
1745369764.905477 cmdq_append <global>: [bind-key/0x562621e636c0]
1745369764.905481 yylex_token: end at WS
1745369764.905484 yylex_token: bind
1745369764.905487 yylex_token: end at WS
1745369764.905490 yylex_token: -N
1745369764.905494 yylex_token: end at WS
1745369764.905497 yylex_token: Kill current window
1745369764.905500 yylex_token: end at WS
1745369764.905503 yylex_token: &
1745369764.905506 yylex_token: end at WS
1745369764.905509 yylex_token: confirm-before
1745369764.905513 yylex_token: end at WS
1745369764.905516 yylex_token: -pkill-window #W? (y/n)
1745369764.905519 yylex_token: end at WS
1745369764.905523 yylex_token: kill-window
1745369764.905526 cmd_parse_build_commands 0:0: bind
1745369764.905529 cmd_parse_build_commands 0:1: -N
1745369764.905533 cmd_parse_build_commands 0:2: Kill current window
1745369764.905536 cmd_parse_build_commands 0:3: &
1745369764.905539 cmd_parse_build_commands 0:4 0:0: confirm-before
1745369764.905543 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1745369764.905546 cmd_parse_build_commands 0:4 0:2: kill-window
1745369764.905550 cmd_parse_build_commands 0:0: confirm-before
1745369764.905554 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1745369764.905557 cmd_parse_build_commands 0:2: kill-window
1745369764.905561 args_parse_flags: next -pkill-window #W? (y/n)
1745369764.905565 args_parse_flag_argument: -p = kill-window #W? (y/n)
1745369764.905568 args_parse_flags: next kill-window
1745369764.905571 args_parse: flags end at 2 of 3
1745369764.905575 args_parse: 2 = kill-window (type STRING)
1745369764.905581 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1745369764.905584 args_parse_flags: next -N
1745369764.905588 args_parse_flag_argument: -N = Kill current window
1745369764.905591 args_parse_flags: next &
1745369764.905594 args_parse: flags end at 3 of 5
1745369764.905597 args_parse: 3 = & (type STRING)
1745369764.905603 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1745369764.905611 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1745369764.905615 cmdq_get_command: [bind-key/0x562621e63370] group 78
1745369764.905618 cmdq_append <global>: [bind-key/0x562621e63370]
1745369764.905623 yylex_token: end at WS
1745369764.905626 yylex_token: bind
1745369764.905629 yylex_token: end at WS
1745369764.905632 yylex_token: -N
1745369764.905636 yylex_token: end at WS
1745369764.905639 yylex_token: Prompt for window index to select
1745369764.905643 yylex_token: end at WS
1745369764.905649 yylex_token: '
1745369764.905654 yylex_token: end at WS
1745369764.905657 yylex_token: command-prompt
1745369764.905660 yylex_token: end at WS
1745369764.905663 yylex_token: -T
1745369764.905666 yylex_token: end at WS
1745369764.905669 yylex_token: window-target
1745369764.905672 yylex_token: end at WS
1745369764.905675 yylex_token: -pindex
1745369764.905679 yylex_token: end at WS
1745369764.905682 yylex_token: select-window
1745369764.905685 yylex_token: end at WS
1745369764.905688 yylex_token: -t
1745369764.905691 yylex_token: end at WS
1745369764.905694 yylex_token: :%%
1745369764.905698 cmd_parse_build_commands 0:0: bind
1745369764.905701 cmd_parse_build_commands 0:1: -N
1745369764.905704 cmd_parse_build_commands 0:2: Prompt for window index to select
1745369764.905707 cmd_parse_build_commands 0:3: '
1745369764.905711 cmd_parse_build_commands 0:4 0:0: command-prompt
1745369764.905714 cmd_parse_build_commands 0:4 0:1: -T
1745369764.905717 cmd_parse_build_commands 0:4 0:2: window-target
1745369764.905720 cmd_parse_build_commands 0:4 0:3: -pindex
1745369764.905724 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1745369764.905727 cmd_parse_build_commands 0:4 0:4 0:1: -t
1745369764.905731 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1745369764.905735 cmd_parse_build_commands 0:0: command-prompt
1745369764.905738 cmd_parse_build_commands 0:1: -T
1745369764.905741 cmd_parse_build_commands 0:2: window-target
1745369764.905744 cmd_parse_build_commands 0:3: -pindex
1745369764.905748 cmd_parse_build_commands 0:4 0:0: select-window
1745369764.905751 cmd_parse_build_commands 0:4 0:1: -t
1745369764.905754 cmd_parse_build_commands 0:4 0:2: :%%
1745369764.905758 cmd_parse_build_commands 0:0: select-window
1745369764.905761 cmd_parse_build_commands 0:1: -t
1745369764.905764 cmd_parse_build_commands 0:2: :%%
1745369764.905769 args_parse_flags: next -t
1745369764.905772 args_parse_flag_argument: -t = :%%
1745369764.905776 args_parse: flags end at 3 of 3
1745369764.905781 cmd_parse_build_commands: select-window -t ":%%"
1745369764.905784 args_parse_flags: next -T
1745369764.905788 args_parse_flag_argument: -T = window-target
1745369764.905791 args_parse_flags: next -pindex
1745369764.905794 args_parse_flag_argument: -p = index
1745369764.905797 args_parse: flags end at 4 of 5
1745369764.905802 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1745369764.905809 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1745369764.905813 args_parse_flags: next -N
1745369764.905816 args_parse_flag_argument: -N = Prompt for window index to select
1745369764.905819 args_parse_flags: next '
1745369764.905823 args_parse: flags end at 3 of 5
1745369764.905826 args_parse: 3 = ' (type STRING)
1745369764.905832 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1745369764.905841 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1745369764.905846 cmdq_get_command: [bind-key/0x562621e689e0] group 86
1745369764.905849 cmdq_append <global>: [bind-key/0x562621e689e0]
1745369764.905868 yylex_token: end at WS
1745369764.905872 yylex_token: bind
1745369764.905876 yylex_token: end at WS
1745369764.905879 yylex_token: -N
1745369764.905883 yylex_token: end at WS
1745369764.905886 yylex_token: Switch to previous client
1745369764.905889 yylex_token: end at WS
1745369764.905892 yylex_token: (
1745369764.905895 yylex_token: end at WS
1745369764.905898 yylex_token: switch-client
1745369764.905901 yylex_token: end at WS
1745369764.905904 yylex_token: -p
1745369764.905916 cmd_parse_build_commands 0:0: bind
1745369764.905920 cmd_parse_build_commands 0:1: -N
1745369764.905923 cmd_parse_build_commands 0:2: Switch to previous client
1745369764.905927 cmd_parse_build_commands 0:3: (
1745369764.905930 cmd_parse_build_commands 0:4 0:0: switch-client
1745369764.905933 cmd_parse_build_commands 0:4 0:1: -p
1745369764.905937 cmd_parse_build_commands 0:0: switch-client
1745369764.905940 cmd_parse_build_commands 0:1: -p
1745369764.905949 args_parse_flags: next -p
1745369764.905955 args_parse_flags: -p
1745369764.905958 args_parse: flags end at 2 of 2
1745369764.905962 cmd_parse_build_commands: switch-client -p
1745369764.905966 args_parse_flags: next -N
1745369764.905969 args_parse_flag_argument: -N = Switch to previous client
1745369764.905972 args_parse_flags: next (
1745369764.905976 args_parse: flags end at 3 of 5
1745369764.905979 args_parse: 3 = ( (type STRING)
1745369764.905983 args_parse: 4 = switch-client -p (type COMMANDS)
1745369764.905990 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1745369764.905994 cmdq_get_command: [bind-key/0x562621e67d40] group 98
1745369764.905998 cmdq_append <global>: [bind-key/0x562621e67d40]
1745369764.906007 yylex_token: end at WS
1745369764.906011 yylex_token: bind
1745369764.906014 yylex_token: end at WS
1745369764.906017 yylex_token: -N
1745369764.906021 yylex_token: end at WS
1745369764.906024 yylex_token: Switch to next client
1745369764.906027 yylex_token: end at WS
1745369764.906030 yylex_token: )
1745369764.906033 yylex_token: end at WS
1745369764.906036 yylex_token: switch-client
1745369764.906039 yylex_token: end at WS
1745369764.906042 yylex_token: -n
1745369764.906046 cmd_parse_build_commands 0:0: bind
1745369764.906049 cmd_parse_build_commands 0:1: -N
1745369764.906053 cmd_parse_build_commands 0:2: Switch to next client
1745369764.906056 cmd_parse_build_commands 0:3: )
1745369764.906060 cmd_parse_build_commands 0:4 0:0: switch-client
1745369764.906063 cmd_parse_build_commands 0:4 0:1: -n
1745369764.906067 cmd_parse_build_commands 0:0: switch-client
1745369764.906070 cmd_parse_build_commands 0:1: -n
1745369764.906076 args_parse_flags: next -n
1745369764.906079 args_parse_flags: -n
1745369764.906082 args_parse: flags end at 2 of 2
1745369764.906086 cmd_parse_build_commands: switch-client -n
1745369764.906089 args_parse_flags: next -N
1745369764.906093 args_parse_flag_argument: -N = Switch to next client
1745369764.906096 args_parse_flags: next )
1745369764.906099 args_parse: flags end at 3 of 5
1745369764.906102 args_parse: 3 = ) (type STRING)
1745369764.906107 args_parse: 4 = switch-client -n (type COMMANDS)
1745369764.906114 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1745369764.906118 cmdq_get_command: [bind-key/0x562621e639b0] group 106
1745369764.906121 cmdq_append <global>: [bind-key/0x562621e639b0]
1745369764.906126 yylex_token: end at WS
1745369764.906129 yylex_token: bind
1745369764.906132 yylex_token: end at WS
1745369764.906135 yylex_token: -N
1745369764.906138 yylex_token: end at WS
1745369764.906141 yylex_token: Rename current window
1745369764.906145 yylex_token: end at WS
1745369764.906147 yylex_token: ,
1745369764.906151 yylex_token: end at WS
1745369764.906154 yylex_token: command-prompt
1745369764.906157 yylex_token: end at WS
1745369764.906160 yylex_token: -I#W
1745369764.906163 yylex_token: end at WS
1745369764.906166 yylex_token: rename-window
1745369764.906169 yylex_token: end at WS
1745369764.906172 yylex_token: --
1745369764.906175 yylex_token: end at WS
1745369764.906178 yylex_token: %%
1745369764.906182 cmd_parse_build_commands 0:0: bind
1745369764.906185 cmd_parse_build_commands 0:1: -N
1745369764.906189 cmd_parse_build_commands 0:2: Rename current window
1745369764.906192 cmd_parse_build_commands 0:3: ,
1745369764.906195 cmd_parse_build_commands 0:4 0:0: command-prompt
1745369764.906198 cmd_parse_build_commands 0:4 0:1: -I#W
1745369764.906202 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1745369764.906205 cmd_parse_build_commands 0:4 0:2 0:1: --
1745369764.906209 cmd_parse_build_commands 0:4 0:2 0:2: %%
1745369764.906213 cmd_parse_build_commands 0:0: command-prompt
1745369764.906216 cmd_parse_build_commands 0:1: -I#W
1745369764.906220 cmd_parse_build_commands 0:2 0:0: rename-window
1745369764.906223 cmd_parse_build_commands 0:2 0:1: --
1745369764.906226 cmd_parse_build_commands 0:2 0:2: %%
1745369764.906230 cmd_parse_build_commands 0:0: rename-window
1745369764.906236 cmd_parse_build_commands 0:1: --
1745369764.906241 cmd_parse_build_commands 0:2: %%
1745369764.906246 args_parse_flags: next --
1745369764.906250 args_parse: flags end at 2 of 3
1745369764.906253 args_parse: 2 = %% (type STRING)
1745369764.906258 cmd_parse_build_commands: rename-window "%%"
1745369764.906261 args_parse_flags: next -I#W
1745369764.906265 args_parse_flag_argument: -I = #W
1745369764.906268 args_parse: flags end at 2 of 3
1745369764.906272 args_parse: 2 = rename-window "%%" (type COMMANDS)
1745369764.906278 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1745369764.906281 args_parse_flags: next -N
1745369764.906285 args_parse_flag_argument: -N = Rename current window
1745369764.906288 args_parse_flags: next ,
1745369764.906291 args_parse: flags end at 3 of 5
1745369764.906294 args_parse: 3 = , (type STRING)
1745369764.906300 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1745369764.906307 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1745369764.906312 cmdq_get_command: [bind-key/0x562621e69530] group 114
1745369764.906315 cmdq_append <global>: [bind-key/0x562621e69530]
1745369764.906323 yylex_token: end at WS
1745369764.906326 yylex_token: bind
1745369764.906329 yylex_token: end at WS
1745369764.906332 yylex_token: -N
1745369764.906336 yylex_token: end at WS
1745369764.906339 yylex_token: Delete the most recent paste buffer
1745369764.906343 yylex_token: end at WS
1745369764.906346 yylex_token: -
1745369764.906349 yylex_token: end at WS
1745369764.906352 yylex_token: delete-buffer
1745369764.906356 cmd_parse_build_commands 0:0: bind
1745369764.906359 cmd_parse_build_commands 0:1: -N
1745369764.906362 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1745369764.906366 cmd_parse_build_commands 0:3: -
1745369764.906369 cmd_parse_build_commands 0:4 0:0: delete-buffer
1745369764.906373 cmd_parse_build_commands 0:0: delete-buffer
1745369764.906377 args_parse: flags end at 1 of 1
1745369764.906381 cmd_parse_build_commands: delete-buffer
1745369764.906384 args_parse_flags: next -N
1745369764.906388 args_parse_flag_argument: -N = Delete the most recent paste buffer
1745369764.906391 args_parse_flags: next -
1745369764.906394 args_parse: flags end at 3 of 5
1745369764.906397 args_parse: 3 = - (type STRING)
1745369764.906401 args_parse: 4 = delete-buffer (type COMMANDS)
1745369764.906408 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1745369764.906412 cmdq_get_command: [bind-key/0x562621e69870] group 126
1745369764.906415 cmdq_append <global>: [bind-key/0x562621e69870]
1745369764.906419 yylex_token: end at WS
1745369764.906422 yylex_token: bind
1745369764.906426 yylex_token: end at WS
1745369764.906428 yylex_token: -N
1745369764.906432 yylex_token: end at WS
1745369764.906435 yylex_token: Move the current window
1745369764.906438 yylex_token: end at WS
1745369764.906441 yylex_token: .
1745369764.906444 yylex_token: end at WS
1745369764.906447 yylex_token: command-prompt
1745369764.906450 yylex_token: end at WS
1745369764.906453 yylex_token: -T
1745369764.906457 yylex_token: end at WS
1745369764.906459 yylex_token: target
1745369764.906463 yylex_token: end at WS
1745369764.906466 yylex_token: move-window
1745369764.906469 yylex_token: end at WS
1745369764.906472 yylex_token: -t
1745369764.906475 yylex_token: end at WS
1745369764.906478 yylex_token: %%
1745369764.906482 cmd_parse_build_commands 0:0: bind
1745369764.906485 cmd_parse_build_commands 0:1: -N
1745369764.906489 cmd_parse_build_commands 0:2: Move the current window
1745369764.906492 cmd_parse_build_commands 0:3: .
1745369764.906495 cmd_parse_build_commands 0:4 0:0: command-prompt
1745369764.906498 cmd_parse_build_commands 0:4 0:1: -T
1745369764.906502 cmd_parse_build_commands 0:4 0:2: target
1745369764.906505 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1745369764.906509 cmd_parse_build_commands 0:4 0:3 0:1: -t
1745369764.906512 cmd_parse_build_commands 0:4 0:3 0:2: %%
1745369764.906519 cmd_parse_build_commands 0:0: command-prompt
1745369764.906524 cmd_parse_build_commands 0:1: -T
1745369764.906527 cmd_parse_build_commands 0:2: target
